	A1BG
TCGA-CZ-5984-01A-11R-1672-07	1699.0
TCGA-E2-A15P-01A-11R-A115-07	1699.0
TCGA-AO-A12A-01A-21R-A115-07	1700.0
TCGA-B0-5099-01A-01R-1420-07	1700.0
TCGA-D8-A27N-01A-11R-A16F-07	1700.0
TCGA-18-3411-01A-01R-0980-07	1701.0
TCGA-46-3766-01A-01R-0980-07	1701.0
TCGA-55-8091-01A-11R-2241-07	1701.0
TCGA-BH-A18V-06A-11R-A213-07	1701.0
TCGA-E9-A247-01A-11R-A169-07	1701.0
TCGA-28-2509-01A-01R-1850-01	1702.0
TCGA-A7-A0DB-01A-11R-A00Z-07	1703.0
TCGA-06-5858-01A-01R-1849-01	1704.0
TCGA-60-2708-01A-01R-0851-07	1704.0
TCGA-66-2793-01A-01R-1201-07	1704.0
TCGA-73-4668-01A-01R-1206-07	1704.0
TCGA-99-7458-01A-11R-2039-07	1704.0
TCGA-73-7498-01A-12R-2187-07	1705.0
TCGA-A2-A1G0-01A-11R-A13Q-07	1705.0
TCGA-B0-5709-01A-11R-1541-07	1705.0
TCGA-CJ-4903-01A-01R-1426-07	1705.0
TCGA-CV-7091-01A-11R-2016-07	1705.0
TCGA-16-0846-01A-01R-1850-01	1706.0
TCGA-24-1616-01A-01R-1566-13	1706.0
TCGA-86-8054-01A-11R-2241-07	1706.0
TCGA-A8-A06T-01A-11R-A00Z-07	1706.0
TCGA-BH-A0BG-01A-11R-A115-07	1706.0
TCGA-BP-5196-01A-01R-1426-07	1706.0
TCGA-24-1557-01A-01R-1566-13	1707.0
TCGA-27-1832-01A-01R-1850-01	1707.0
TCGA-53-7626-01A-12R-2066-07	1708.0
TCGA-AB-2948-03A-01T-0740-13	1708.0
TCGA-AB-2904-03A-01T-0734-13	1709.0
TCGA-BH-A0B7-01A-12R-A115-07	1709.0
TCGA-BP-5195-01A-02R-1426-07	1709.0
TCGA-E9-A1RB-01A-11R-A157-07	1709.0
TCGA-56-5898-01A-11R-1635-07	1710.0
TCGA-AB-2888-03B-01T-0748-13	1710.0
TCGA-CJ-5679-01A-11R-1541-07	1710.0
TCGA-BP-5182-01A-01R-1426-07	1711.0
TCGA-GI-A2C8-01A-11R-A16F-07	1711.0
TCGA-A2-A25E-01A-11R-A169-07	1712.0
TCGA-BH-A203-01A-12R-A169-07	1712.0
TCGA-E2-A15D-01A-11R-A115-07	1712.0
TCGA-26-5139-01A-01R-1850-01	1713.0
TCGA-49-6744-01A-11R-1858-07	1713.0
TCGA-55-1594-01A-01R-0946-07	1713.0
TCGA-66-2769-01A-02R-0851-07	1713.0
TCGA-A2-A0YI-01A-31R-A10J-07	1713.0
TCGA-AR-A2LN-01A-21R-A18M-07	1713.0
TCGA-AB-2868-03A-01T-0736-13	1714.0
TCGA-CN-4738-01A-02R-1514-07	1714.0
TCGA-AR-A24Z-01A-11R-A169-07	1715.0
TCGA-27-2521-01A-01R-1850-01	1716.0
TCGA-A8-A09Q-01A-11R-A00Z-07	1716.0
TCGA-CW-5580-01A-01R-1672-07	1717.0
TCGA-06-0125-02A-11R-2005-01	1718.0
TCGA-14-1402-02A-01R-2005-01	1718.0
TCGA-23-1023-01A-02R-1564-13	1718.0
TCGA-A2-A04T-01A-21R-A034-07	1718.0
TCGA-CJ-4894-01A-01R-1305-07	1718.0
TCGA-66-2795-01A-02R-0980-07	1719.0
TCGA-BL-A3JM-01A-12R-A21D-07	1719.0
TCGA-D8-A27F-01A-11R-A16F-07	1719.0
TCGA-E9-A22B-01A-11R-A157-07	1719.0
TCGA-18-3409-01A-01R-0980-07	1720.0
TCGA-E2-A15S-01A-11R-A115-07	1720.0
TCGA-05-4426-01A-01R-1206-07	1721.0
TCGA-73-7499-01A-11R-2187-07	1721.0
TCGA-BP-4766-01A-01R-1289-07	1721.0
TCGA-CW-5587-01A-01R-1541-07	1721.0
TCGA-HQ-A2OE-01A-11R-A206-07	1721.0
TCGA-24-2038-01A-01R-1568-13	1722.0
TCGA-AR-A255-01A-11R-A169-07	1722.0
TCGA-06-0211-01B-01R-1849-01	1723.0
TCGA-BH-A0H3-01A-11R-A12P-07	1723.0
TCGA-CN-4728-01A-01R-1436-07	1723.0
TCGA-BH-A18K-01A-11R-A12D-07	1724.0
TCGA-CN-6988-01A-11R-1915-07	1724.0
TCGA-AN-A0FS-01A-11R-A034-07	1725.0
TCGA-CN-6023-01A-11R-1686-07	1725.0
TCGA-CR-7389-01A-11R-2016-07	1725.0
TCGA-46-3769-01A-01R-0980-07	1726.0
TCGA-99-8025-01A-11R-2241-07	1726.0
TCGA-A8-A0AB-01A-11R-A034-07	1726.0
TCGA-BP-5200-01A-01R-1426-07	1726.0
TCGA-05-4389-01A-01R-1206-07	1727.0
TCGA-B5-A11Z-01A-11R-A10J-07	1727.0
TCGA-BG-A0VZ-01A-11R-A109-07	1727.0
TCGA-CJ-5676-01A-11R-1541-07	1727.0
TCGA-39-5011-01A-01R-1443-07	1728.0
TCGA-66-2753-01A-01R-0980-07	1728.0
TCGA-E2-A1IO-01A-11R-A144-07	1728.0
TCGA-04-1519-01A-01R-1565-13	1730.0
TCGA-44-2666-01A-01R-0946-07	1730.0
TCGA-55-6978-01A-11R-1949-07	1730.0
TCGA-93-7347-01A-11R-2187-07	1730.0
TCGA-27-1834-01A-01R-1850-01	1731.0
TCGA-77-6842-01A-11R-1949-07	1731.0
TCGA-AO-A0J5-01A-11R-A034-07	1731.0
TCGA-B8-5553-01A-01R-1541-07	1731.0
TCGA-CJ-4639-01A-02R-1325-07	1731.0
TCGA-CJ-5671-01A-11R-1541-07	1731.0
TCGA-A3-3322-01A-02R-1325-07	1734.0
TCGA-BP-4326-01A-01R-1289-07	1734.0
TCGA-50-6592-01A-11R-1755-07	1735.0
TCGA-B8-5165-01A-01R-1420-07	1735.0
TCGA-BH-A18Q-01A-12R-A12D-07	1735.0
TCGA-BH-A1F2-01A-31R-A13Q-07	1735.0
TCGA-E2-A15A-01A-11R-A12D-07	1735.0
TCGA-28-2513-01A-01R-1850-01	1736.0
TCGA-97-8171-01A-11R-2287-07	1736.0
TCGA-AR-A2LK-01A-11R-A180-07	1737.0
TCGA-BH-A0BD-01A-11R-A034-07	1737.0
TCGA-BP-4345-01A-01R-1289-07	1737.0
TCGA-AR-A2LR-01A-12R-A18M-07	1738.0
TCGA-EW-A1J3-01A-11R-A13Q-07	1738.0
TCGA-78-7159-01A-11R-2039-07	1739.0
TCGA-A1-A0SP-01A-11R-A084-07	1739.0
TCGA-AB-2900-03A-01T-0735-13	1739.0
TCGA-CJ-4907-01A-01R-1426-07	1739.0
TCGA-61-1917-01A-01R-1568-13	1740.0
TCGA-78-7143-01A-11R-2039-07	1740.0
TCGA-A2-A0D4-01A-11R-A00Z-07	1740.0
TCGA-06-0187-01A-01R-1849-01	1741.0
TCGA-06-2559-01A-01R-1849-01	1741.0
TCGA-22-5485-01A-01R-1635-07	1741.0
TCGA-55-7728-01A-11R-2187-07	1742.0
TCGA-44-8120-01A-11R-2241-07	1743.0
TCGA-55-7570-01A-11R-2039-07	1743.0
TCGA-BP-4158-01A-02R-1289-07	1743.0
TCGA-CZ-5470-01A-01R-1503-07	1743.0
TCGA-24-1467-01A-01R-1566-13	1744.0
TCGA-32-5222-01A-01R-1850-01	1744.0
TCGA-CW-6088-01A-11R-1672-07	1744.0
TCGA-E9-A228-01A-31R-A157-07	1745.0
TCGA-AR-A24P-01A-11R-A169-07	1746.0
TCGA-E9-A1RD-01A-11R-A157-07	1746.0
TCGA-A2-A0ST-01A-12R-A084-07	1747.0
TCGA-97-7554-01A-11R-2039-07	1749.0
TCGA-BH-A0DL-01A-11R-A115-07	1749.0
TCGA-BH-A201-01A-11R-A14M-07	1749.0
TCGA-C8-A138-01A-11R-A115-07	1749.0
TCGA-21-1072-01A-01R-0692-07	1750.0
TCGA-21-1075-01A-01R-0692-07	1750.0
TCGA-55-7576-01A-11R-2066-07	1750.0
TCGA-BH-A0BA-01A-11R-A056-07	1750.0
TCGA-09-2056-01B-01R-1568-13	1751.0
TCGA-39-5039-01A-01R-1443-07	1751.0
TCGA-91-6835-01A-11R-1858-07	1751.0
TCGA-AR-A24W-01A-11R-A169-07	1751.0
TCGA-CW-5589-01A-01R-1541-07	1751.0
TCGA-D8-A27G-01A-11R-A16F-07	1751.0
TCGA-69-7761-01A-11R-2170-07	1752.0
TCGA-86-7953-01A-11R-2187-07	1752.0
TCGA-A3-3357-01A-02R-1420-07	1752.0
TCGA-AB-3008-03A-01T-0736-13	1752.0
TCGA-29-1761-01A-01R-1567-13	1753.0
TCGA-29-2428-01A-01R-1569-13	1753.0
TCGA-AB-2859-03A-01T-0736-13	1753.0
TCGA-AN-A0AM-01A-11R-A034-07	1753.0
TCGA-AQ-A1H3-01A-31R-A13Q-07	1753.0
TCGA-AR-A1AL-01A-21R-A12P-07	1754.0
TCGA-28-5208-01A-01R-1850-01	1755.0
TCGA-AR-A24H-01A-11R-A169-07	1755.0
TCGA-BH-A18I-01A-11R-A12D-07	1755.0
TCGA-D8-A13Y-01A-11R-A115-07	1755.0
TCGA-GM-A2DD-01A-11R-A180-07	1755.0
TCGA-69-7974-01A-11R-2187-07	1756.0
TCGA-AR-A0TQ-01A-11R-A084-07	1756.0
TCGA-B0-4945-01A-01R-1420-07	1756.0
TCGA-DK-A3IK-01A-32R-A21D-07	1756.0
TCGA-AB-2929-03A-01T-0735-13	1757.0
TCGA-B0-4694-01A-01R-1277-07	1757.0
TCGA-B0-4713-01A-01R-1277-07	1757.0
TCGA-C8-A12Q-01A-11R-A115-07	1757.0
TCGA-78-7161-01A-11R-2039-07	1759.0
TCGA-B8-4143-01A-01R-1188-07	1759.0
TCGA-E2-A1L9-01A-11R-A13Q-07	1759.0
TCGA-EW-A1J6-01A-11R-A13Q-07	1759.0
TCGA-21-5787-01A-01R-1635-07	1760.0
TCGA-A2-A1FW-01A-11R-A13Q-07	1760.0
TCGA-CV-6943-01A-11R-1915-07	1760.0
TCGA-97-7547-01A-11R-2039-07	1761.0
TCGA-AO-A0J9-01A-11R-A034-07	1761.0
TCGA-E9-A1R0-01A-22R-A16F-07	1761.0
TCGA-CZ-5455-01A-01R-1503-07	1762.0
TCGA-AB-2992-03A-01T-0735-13	1763.0
TCGA-C8-A26V-01A-11R-A16F-07	1763.0
TCGA-CJ-4912-01A-01R-1426-07	1763.0
TCGA-CZ-4857-01A-01R-1305-07	1763.0
TCGA-BP-4790-01A-01R-1305-07	1764.0
TCGA-CU-A3KJ-01A-11R-A21D-07	1764.0
TCGA-CV-6962-01A-11R-1915-07	1764.0
TCGA-22-5473-01A-01R-1635-07	1765.0
TCGA-66-2734-01A-01R-0980-07	1765.0
TCGA-66-2773-01A-01R-1201-07	1765.0
TCGA-A3-3359-01A-01R-0864-07	1765.0
TCGA-CZ-4862-01A-01R-1305-07	1765.0
TCGA-E2-A15I-01A-21R-A137-07	1765.0
TCGA-E2-A1B0-01A-11R-A12P-07	1765.0
TCGA-22-1017-01A-01R-0692-07	1766.0
TCGA-A1-A0SK-01A-12R-A084-07	1766.0
TCGA-AO-A12E-01A-11R-A10J-07	1766.0
TCGA-AO-A1KP-01A-11R-A13Q-07	1766.0
TCGA-B8-4622-01A-02R-1277-07	1766.0
TCGA-CN-6012-01A-11R-1686-07	1766.0
TCGA-AC-A23H-01A-11R-A157-07	1767.0
TCGA-51-4081-01A-01R-1100-07	1768.0
TCGA-66-2780-01A-01R-0851-07	1768.0
TCGA-A2-A0CU-01A-12R-A034-07	1768.0
TCGA-A8-A07E-01A-11R-A034-07	1769.0
TCGA-B6-A0IJ-01A-11R-A034-07	1769.0
TCGA-44-8117-01A-11R-2241-07	1770.0
TCGA-AN-A0XU-01A-11R-A109-07	1770.0
TCGA-95-7947-01A-11R-2187-07	1771.0
TCGA-B2-5635-01A-01R-1541-07	1771.0
TCGA-D6-6824-01A-11R-1915-07	1771.0
TCGA-E9-A1N4-01A-11R-A14M-07	1771.0
TCGA-91-6830-01A-11R-1949-07	1772.0
TCGA-97-7553-01A-21R-2039-07	1772.0
TCGA-A8-A09R-01A-11R-A00Z-07	1772.0
TCGA-CJ-4868-01A-01R-1305-07	1772.0
TCGA-E2-A15R-01A-11R-A115-07	1772.0
TCGA-B6-A0IO-01A-11R-A034-07	1774.0
TCGA-BP-4768-01A-01R-1289-07	1774.0
TCGA-G2-A2EF-01A-12R-A18C-07	1774.0
TCGA-21-1080-01A-01R-0692-07	1775.0
TCGA-78-7220-01A-11R-2039-07	1775.0
TCGA-CJ-5682-01A-11R-1541-07	1775.0
TCGA-DK-A3IV-01A-22R-A21D-07	1776.0
TCGA-EY-A1GE-01A-11R-A13S-07	1777.0
TCGA-AO-A0J3-01A-11R-A034-07	1778.0
TCGA-AO-A129-01A-21R-A10J-07	1778.0
TCGA-BH-A2L8-01A-11R-A18M-07	1778.0
TCGA-CZ-4861-01A-01R-1305-07	1778.0
TCGA-E2-A15A-06A-11R-A12D-07	1778.0
TCGA-E9-A22A-01A-11R-A157-07	1779.0
TCGA-49-6743-01A-11R-1858-07	1780.0
TCGA-55-8205-01A-11R-2241-07	1780.0
TCGA-D6-6823-01A-11R-1915-07	1780.0
TCGA-E9-A1RF-01A-11R-A157-07	1780.0
TCGA-06-5859-01A-01R-1849-01	1781.0
TCGA-91-7771-01A-11R-2170-07	1781.0
TCGA-BH-A0W5-01A-11R-A109-07	1781.0
TCGA-CZ-4858-01A-01R-1305-07	1782.0
TCGA-22-5479-01A-31R-1949-07	1783.0
TCGA-A2-A0EW-01A-21R-A115-07	1783.0
TCGA-AB-2862-03A-01T-0736-13	1784.0
TCGA-AO-A128-01A-11R-A10J-07	1784.0
TCGA-BH-A1ET-01A-11R-A137-07	1784.0
TCGA-BT-A20R-01A-12R-A16R-07	1784.0
TCGA-CJ-4875-01A-01R-1305-07	1784.0
TCGA-CV-7104-01A-11R-2016-07	1784.0
TCGA-B0-5400-01A-01R-1503-07	1785.0
TCGA-BP-4770-01A-01R-1503-07	1785.0
TCGA-44-6148-01A-11R-1755-07	1786.0
TCGA-97-7546-01A-11R-2039-07	1786.0
TCGA-A8-A08S-01A-11R-A034-07	1786.0
TCGA-E2-A14T-01A-11R-A115-07	1786.0
TCGA-AO-A0JE-01A-11R-A056-07	1787.0
TCGA-AR-A0TY-01A-12R-A115-07	1787.0
TCGA-60-2722-01A-01R-0851-07	1788.0
TCGA-A8-A0A9-01A-11R-A00Z-07	1788.0
TCGA-E2-A1IE-01A-11R-A13Q-07	1788.0
TCGA-61-2009-01A-01R-1568-13	1789.0
TCGA-AB-2887-03A-01T-0735-13	1789.0
TCGA-AR-A1AU-01A-11R-A12P-07	1789.0
TCGA-06-0190-02A-01R-2005-01	1790.0
TCGA-AB-2863-03A-01T-0734-13	1790.0
TCGA-B0-5094-01A-01R-1420-07	1790.0
TCGA-25-1328-01A-01R-1565-13	1791.0
TCGA-44-7672-01A-11R-2066-07	1791.0
TCGA-AN-A0FW-01A-11R-A034-07	1791.0
TCGA-DK-A1AF-01A-11R-A13Y-07	1791.0
TCGA-60-2716-01A-01R-0851-07	1792.0
TCGA-D8-A1X9-01A-12R-A157-07	1792.0
TCGA-63-7023-01A-11R-1949-07	1793.0
TCGA-A8-A09C-01A-11R-A00Z-07	1794.0
TCGA-AK-3454-01A-02R-1277-07	1794.0
TCGA-24-1103-01A-01R-1565-13	1795.0
TCGA-A3-3374-01A-02R-1325-07	1795.0
TCGA-AB-2848-03A-01T-0736-13	1795.0
TCGA-AN-A0FV-01A-11R-A00Z-07	1795.0
TCGA-22-5472-01A-01R-1635-07	1796.0
TCGA-AB-2860-03A-01T-0736-13	1796.0
TCGA-AO-A124-01A-11R-A10J-07	1796.0
TCGA-BH-A202-01A-11R-A14M-07	1796.0
TCGA-BP-4789-01A-01R-1305-07	1796.0
TCGA-06-5408-01A-01R-1849-01	1797.0
TCGA-18-3406-01A-01R-0980-07	1797.0
TCGA-B0-5698-01A-11R-1672-07	1797.0
TCGA-61-1919-01A-01R-1568-13	1798.0
TCGA-64-5779-01A-01R-1628-07	1798.0
TCGA-A7-A0CG-01A-12R-A056-07	1798.0
TCGA-AR-A24Q-01A-12R-A169-07	1798.0
TCGA-BP-5178-01A-01R-1426-07	1799.0
TCGA-44-7662-01A-11R-2066-07	1800.0
TCGA-A3-3382-01A-02R-1325-07	1800.0
TCGA-AB-2833-03A-01T-0734-13	1800.0
TCGA-AB-2846-03A-01T-0736-13	1800.0
TCGA-AR-A24U-01A-11R-A169-07	1800.0
TCGA-37-3783-01A-01R-1201-07	1801.0
TCGA-14-2554-01A-01R-1850-01	1802.0
TCGA-60-2706-01A-01R-0851-07	1802.0
TCGA-A2-A04N-01A-11R-A115-07	1802.0
TCGA-B0-4843-01A-01R-1277-07	1802.0
TCGA-B6-A0IP-01A-11R-A034-07	1802.0
TCGA-BH-A0GY-01A-11R-A056-07	1803.0
TCGA-06-0644-01A-02R-1849-01	1804.0
TCGA-A8-A09B-01A-11R-A00Z-07	1804.0
TCGA-BP-4787-01A-01R-1305-07	1804.0
TCGA-28-5220-01A-01R-1850-01	1805.0
TCGA-55-7573-01A-11R-2039-07	1805.0
TCGA-A7-A0DA-01A-31R-A115-07	1805.0
TCGA-B6-A0I9-01A-11R-A034-07	1805.0
TCGA-CR-5248-01A-01R-2016-07	1806.0
TCGA-D6-6515-01A-21R-1873-07	1806.0
TCGA-E2-A1IN-01A-11R-A13Q-07	1806.0
TCGA-GV-A3JW-01A-11R-A20F-07	1807.0
TCGA-02-2483-01A-01R-1849-01	1808.0
TCGA-BG-A0YU-01A-21R-A10J-07	1808.0
TCGA-13-1507-01A-01R-1565-13	1809.0
TCGA-A7-A0CE-01A-11R-A00Z-07	1809.0
TCGA-AN-A0FZ-01A-11R-A034-07	1809.0
TCGA-BP-5192-01A-01R-1426-07	1809.0
TCGA-24-1552-01A-01R-1566-13	1810.0
TCGA-AB-2838-03A-01T-0736-13	1810.0
TCGA-CV-6959-01A-11R-1915-07	1810.0
TCGA-D8-A1JB-01A-11R-A13Q-07	1810.0
TCGA-DK-A1A7-01A-11R-A13Y-07	1810.0
TCGA-A1-A0SD-01A-11R-A115-07	1811.0
TCGA-A2-A0EN-01A-13R-A084-07	1811.0
TCGA-B0-4837-01A-01R-1305-07	1811.0
TCGA-E2-A1B5-01A-21R-A12P-07	1811.0
TCGA-EW-A1PD-01A-11R-A144-07	1811.0
TCGA-BP-5174-01A-01R-1426-07	1812.0
TCGA-D8-A1JP-01A-11R-A13Q-07	1812.0
TCGA-E2-A1L8-01A-11R-A13Q-07	1812.0
TCGA-A1-A0SI-01A-11R-A144-07	1813.0
TCGA-BH-A0H5-01A-21R-A115-07	1813.0
TCGA-A3-3311-01A-02R-1325-07	1814.0
TCGA-CR-7398-01A-11R-2016-07	1814.0
TCGA-CV-5441-01A-01R-1514-07	1814.0
TCGA-12-0616-01A-01R-1849-01	1815.0
TCGA-A2-A0ES-01A-11R-A115-07	1815.0
TCGA-A2-A1G4-01A-11R-A13Q-07	1815.0
TCGA-AN-A04C-01A-21R-A034-07	1815.0
TCGA-78-7150-01A-21R-2039-07	1816.0
TCGA-B0-5108-01A-01R-1420-07	1816.0
TCGA-B4-5835-01A-11R-1672-07	1816.0
TCGA-CV-7263-01A-11R-2016-07	1816.0
TCGA-44-2665-01A-01R-0946-07	1817.0
TCGA-06-5414-01A-01R-1849-01	1818.0
TCGA-A3-3324-01A-02R-1325-07	1818.0
TCGA-60-2724-01A-01R-0851-07	1819.0
TCGA-AB-2839-03A-01T-0734-13	1819.0
TCGA-AK-3460-01A-02R-1277-07	1819.0
TCGA-AO-A03M-01B-11R-A10J-07	1819.0
TCGA-AO-A0J6-01A-11R-A034-07	1819.0
TCGA-B5-A11M-01A-11R-A118-07	1820.0
TCGA-BP-5191-01A-01R-1426-07	1820.0
TCGA-D8-A1XW-01A-11R-A14M-07	1820.0
TCGA-20-1682-01A-01R-1564-13	1821.0
TCGA-69-7973-01A-11R-2187-07	1821.0
TCGA-AN-A0FF-01A-11R-A034-07	1822.0
TCGA-06-2563-01A-01R-1849-01	1823.0
TCGA-CV-5444-01A-02R-1514-07	1823.0
TCGA-D8-A141-01A-11R-A115-07	1823.0
TCGA-05-4403-01A-01R-1206-07	1824.0
TCGA-19-2629-01A-01R-1850-01	1824.0
TCGA-35-4122-01A-01R-1107-07	1824.0
TCGA-AO-A03V-01A-11R-A115-07	1824.0
TCGA-AN-A0FN-01A-11R-A034-07	1825.0
TCGA-AB-2884-03A-01T-0735-13	1826.0
TCGA-CN-4729-01A-01R-1436-07	1826.0
TCGA-AR-A1AK-01A-21R-A12P-07	1829.0
TCGA-06-2564-01A-01R-1849-01	1830.0
TCGA-69-7979-01A-11R-2187-07	1830.0
TCGA-CR-5249-01A-01R-1514-07	1830.0
TCGA-CV-7101-01A-11R-2016-07	1830.0
TCGA-CX-7219-01A-11R-2016-07	1830.0
TCGA-E2-A1IF-01A-11R-A144-07	1830.0
TCGA-E2-A15C-01A-31R-A12D-07	1831.0
TCGA-E9-A227-01A-11R-A157-07	1831.0
TCGA-D8-A1XY-01A-11R-A14M-07	1832.0
TCGA-CJ-4873-01A-01R-1305-07	1833.0
TCGA-A2-A04P-01A-31R-A034-07	1834.0
TCGA-BH-A0BO-01A-23R-A12D-07	1834.0
TCGA-C8-A275-01A-21R-A16F-07	1835.0
TCGA-D8-A13Z-01A-11R-A115-07	1835.0
TCGA-E9-A1R4-01A-21R-A14D-07	1835.0
TCGA-26-5135-01A-01R-1850-01	1836.0
TCGA-38-4627-01A-01R-1206-07	1836.0
TCGA-53-7624-01A-11R-2066-07	1836.0
TCGA-BH-A0AU-01A-11R-A12P-07	1836.0
TCGA-BP-4758-01A-01R-1289-07	1836.0
TCGA-H4-A2HQ-01A-11R-A180-07	1836.0
TCGA-04-1357-01A-01R-1565-13	1837.0
TCGA-B0-5110-01A-01R-1420-07	1837.0
TCGA-AO-A12F-01A-11R-A115-07	1838.0
TCGA-AQ-A0Y5-01A-11R-A14M-07	1838.0
TCGA-CQ-6224-01A-11R-1915-07	1838.0
TCGA-CR-7379-01A-11R-2016-07	1838.0
TCGA-AB-2897-03A-01T-0735-13	1839.0
TCGA-AR-A24S-01A-11R-A169-07	1839.0
TCGA-B6-A0I6-01A-11R-A034-07	1839.0
TCGA-BA-5151-01A-01R-1436-07	1839.0
TCGA-BA-5152-01A-02R-1873-07	1839.0
TCGA-BH-A1FL-01A-11R-A13Q-07	1839.0
TCGA-C8-A12N-01A-11R-A115-07	1839.0
TCGA-CQ-6223-01A-11R-1915-07	1839.0
TCGA-E2-A1LA-01A-11R-A144-07	1839.0
TCGA-67-3772-01A-01R-0946-07	1840.0
TCGA-EW-A1PB-01A-11R-A144-07	1841.0
TCGA-A8-A07R-01A-21R-A034-07	1842.0
TCGA-AO-A0J8-01A-21R-A034-07	1842.0
TCGA-E2-A1LG-01A-21R-A14M-07	1842.0
TCGA-E9-A249-01A-11R-A169-07	1843.0
TCGA-14-0736-02A-01R-2005-01	1844.0
TCGA-66-2792-01A-01R-0980-07	1844.0
TCGA-AR-A1AY-01A-21R-A12P-07	1844.0
TCGA-AR-A250-01A-31R-A169-07	1844.0
TCGA-D8-A1JU-01A-11R-A13Q-07	1844.0
TCGA-E9-A2JS-01A-11R-A180-07	1844.0
TCGA-78-7167-01A-11R-2066-07	1845.0
TCGA-A8-A09X-01A-11R-A00Z-07	1845.0
TCGA-BP-4353-01A-02R-1289-07	1845.0
TCGA-BP-4756-01A-01R-1289-07	1845.0
TCGA-CR-5243-01A-01R-1514-07	1845.0
TCGA-CV-7406-01A-11R-2081-07	1845.0
TCGA-AR-A2LQ-01A-22R-A18M-07	1846.0
TCGA-DK-A3IN-01A-11R-A20F-07	1846.0
TCGA-55-7903-01A-11R-2170-07	1847.0
TCGA-AB-2844-03A-01T-0736-13	1847.0
TCGA-BP-4344-01A-01R-1289-07	1847.0
TCGA-23-1026-01B-01R-1569-13	1848.0
TCGA-63-7020-01A-11R-1949-07	1848.0
TCGA-C8-A26Z-01A-11R-A16F-07	1848.0
TCGA-CQ-6225-01A-11R-1915-07	1848.0
TCGA-CZ-5463-01A-01R-1503-07	1848.0
TCGA-A3-3373-01A-02R-1420-07	1849.0
TCGA-13-2060-01A-01R-1568-13	1850.0
TCGA-BP-4164-01A-02R-1325-07	1850.0
TCGA-46-3768-01A-01R-0980-07	1851.0
TCGA-AN-A0XL-01A-11R-A10J-07	1851.0
TCGA-B8-5552-01B-11R-1672-07	1851.0
TCGA-CJ-4905-01A-02R-1426-07	1851.0
TCGA-AB-2956-03A-01T-0740-13	1852.0
TCGA-B6-A0IG-01A-11R-A034-07	1852.0
TCGA-C8-A27B-01A-11R-A169-07	1852.0
TCGA-B0-5693-01A-11R-1541-07	1853.0
TCGA-B2-5639-01A-01R-1541-07	1853.0
TCGA-B8-4620-01A-02R-1325-07	1853.0
TCGA-B8-5163-01A-01R-1420-07	1853.0
TCGA-BH-A0DO-01B-11R-A12D-07	1853.0
TCGA-BP-4338-01A-01R-1289-07	1853.0
TCGA-CN-5366-01A-01R-1436-07	1853.0
TCGA-FD-A3B8-01A-31R-A20F-07	1853.0
TCGA-28-2499-01A-01R-1850-01	1854.0
TCGA-41-2572-01A-01R-1850-01	1854.0
TCGA-A8-A07P-01A-11R-A00Z-07	1854.0
TCGA-15-0742-01A-01R-1850-01	1855.0
TCGA-A2-A0EQ-01A-11R-A034-07	1855.0
TCGA-B0-5703-01A-11R-1541-07	1855.0
TCGA-66-2766-01A-01R-0851-07	1856.0
TCGA-B0-4817-01A-01R-1277-07	1856.0
TCGA-A1-A0SE-01A-11R-A084-07	1857.0
TCGA-E9-A244-01A-11R-A169-07	1857.0
TCGA-GV-A3JV-01A-11R-A220-07	1857.0
TCGA-50-5931-01A-11R-1755-07	1858.0
TCGA-95-7948-01A-11R-2187-07	1858.0
TCGA-BH-A0EB-01A-11R-A034-07	1858.0
TCGA-80-5608-01A-31R-1949-07	1859.0
TCGA-AB-2874-03A-01T-0735-13	1859.0
TCGA-AR-A1AR-01A-31R-A137-07	1859.0
TCGA-CQ-6228-01A-11R-1915-07	1859.0
TCGA-E2-A10E-01A-21R-A10J-07	1859.0
TCGA-EW-A1IX-01A-12R-A144-07	1859.0
TCGA-AB-2927-03A-01T-0740-13	1860.0
TCGA-AR-A1AJ-01A-21R-A12P-07	1860.0
TCGA-B8-5158-01A-01R-1420-07	1860.0
TCGA-BH-A0C3-01A-21R-A12P-07	1860.0
TCGA-BH-A1FC-01A-11R-A13Q-07	1860.0
TCGA-DV-5569-01A-01R-1541-07	1861.0
TCGA-29-2427-01A-01R-1569-13	1862.0
TCGA-55-8299-01A-11R-2287-07	1863.0
TCGA-AB-2986-03A-01T-0734-13	1863.0
TCGA-91-6840-01A-11R-1949-07	1864.0
TCGA-BH-A0DK-01A-21R-A056-07	1864.0
TCGA-BH-A1FD-01A-11R-A13Q-07	1864.0
TCGA-C8-A12X-01A-11R-A115-07	1864.0
TCGA-DV-5568-01A-01R-1541-07	1864.0
TCGA-AO-A1KT-01A-11R-A13Q-07	1865.0
TCGA-B6-A0IE-01A-11R-A034-07	1866.0
TCGA-AK-3445-01A-02R-1277-07	1867.0
TCGA-D8-A1XT-01A-11R-A14M-07	1867.0
TCGA-64-1681-01A-11R-2066-07	1868.0
TCGA-B2-4098-01A-02R-1325-07	1868.0
TCGA-CV-6950-01A-11R-1915-07	1868.0
TCGA-76-4927-01A-01R-1850-01	1869.0
TCGA-B0-5097-01A-01R-1420-07	1869.0
TCGA-B8-5546-01A-01R-1541-07	1869.0
TCGA-CZ-4853-01A-01R-1426-07	1869.0
TCGA-AB-3009-03A-01T-0736-13	1870.0
