	A1BG
TCGA-B0-4842-01A-02R-1420-07	2770.0
TCGA-AA-3833-01A-01R-0905-07	2772.0
TCGA-AG-3893-01A-01R-1119-07	2773.0
TCGA-D1-A175-01A-11R-A12I-07	2773.0
TCGA-13-1506-01A-01R-1565-13	2774.0
TCGA-AG-3584-01A-01R-0821-07	2774.0
TCGA-AA-3952-01A-01R-1022-07	2776.0
TCGA-B5-A0JT-01A-21R-A118-07	2777.0
TCGA-AA-3534-01A-01R-0821-07	2783.0
TCGA-AA-3553-01A-01R-0821-07	2784.0
TCGA-AA-3818-01A-01R-0905-07	2789.0
TCGA-AA-3552-01A-01R-0821-07	2792.0
TCGA-AG-A01W-01A-21R-A083-07	2792.0
TCGA-D1-A15Z-01A-11R-A118-07	2793.0
TCGA-AG-3587-01A-01R-0821-07	2794.0
TCGA-EY-A1GD-01A-11R-A13S-07	2795.0
TCGA-AP-A0LN-01A-11R-A040-07	2796.0
TCGA-BS-A0TG-01A-32R-A16W-07	2797.0
TCGA-AP-A1E1-01A-11R-A137-07	2800.0
TCGA-AG-3593-01A-01R-0821-07	2806.0
TCGA-AX-A05Y-01A-11R-A00V-07	2806.0
TCGA-BS-A0UJ-01A-12R-A104-07	2806.0
TCGA-CV-7183-01A-11R-2016-07	2807.0
TCGA-AX-A1C9-01A-11R-A137-07	2808.0
TCGA-AA-A00N-01A-02R-A00A-07	2810.0
TCGA-24-1551-01A-01R-1566-13	2815.0
TCGA-AA-3509-01A-01R-1410-07	2815.0
TCGA-AG-3578-01A-01R-0821-07	2815.0
TCGA-BG-A0MC-01A-21R-A040-07	2816.0
TCGA-BG-A2AD-01A-21R-A16F-07	2817.0
TCGA-AA-A01V-01A-23R-A083-07	2819.0
TCGA-BG-A0MT-01A-11R-A104-07	2820.0
TCGA-B5-A0K3-01A-11R-A040-07	2822.0
TCGA-A6-2680-01A-01R-1410-07	2823.0
TCGA-AA-3875-01A-01R-0905-07	2823.0
TCGA-BG-A0M3-01A-11R-A104-07	2826.0
TCGA-AA-3530-01A-01R-1022-07	2827.0
TCGA-BH-A0B4-01A-11R-A00Z-07	2827.0
TCGA-AY-4071-01A-01R-1113-07	2830.0
TCGA-A5-A0VP-01A-21R-A104-07	2831.0
TCGA-AG-3581-01A-01R-0821-07	2832.0
TCGA-BG-A0RY-01A-11R-A104-07	2832.0
TCGA-A6-2677-01A-01R-0821-07	2833.0
TCGA-AP-A0LD-01A-11R-A040-07	2837.0
TCGA-BG-A18B-01A-11R-A12I-07	2839.0
TCGA-AA-3860-01A-02R-0905-07	2840.0
TCGA-AP-A05J-01A-11R-A00V-07	2844.0
TCGA-B5-A11X-01A-11R-A10J-07	2844.0
TCGA-AA-A01D-01A-01R-A00A-07	2845.0
TCGA-AG-3892-01A-01R-1119-07	2845.0
TCGA-AA-3968-01A-01R-1022-07	2847.0
TCGA-AP-A0L8-01A-11R-A040-07	2852.0
TCGA-AG-3728-01A-01R-0905-07	2853.0
TCGA-AG-A01N-01A-01R-A00A-07	2853.0
TCGA-CV-6938-01A-11R-1915-07	2853.0
TCGA-AG-4008-01A-01R-1119-07	2854.0
TCGA-AA-A00J-01A-02R-A002-07	2856.0
TCGA-CK-4951-01A-01R-1410-07	2858.0
TCGA-AA-3680-01A-01R-0905-07	2859.0
TCGA-AG-3609-01A-02R-0826-07	2859.0
TCGA-AA-3520-01A-01R-0821-07	2860.0
TCGA-AA-3538-01A-01R-0821-07	2860.0
TCGA-AA-A00K-01A-02R-A002-07	2861.0
TCGA-AP-A0LO-01A-11R-A040-07	2865.0
TCGA-AG-3586-01A-02R-0821-07	2869.0
TCGA-AA-A01P-01A-21R-A083-07	2872.0
TCGA-AF-3400-01A-01R-0821-07	2872.0
TCGA-A5-A0R9-01A-11R-A104-07	2875.0
TCGA-AX-A062-01A-11R-A00V-07	2876.0
TCGA-B5-A11L-01B-21R-A13S-07	2877.0
TCGA-DQ-7588-01A-11R-2081-07	2880.0
TCGA-AA-3693-01A-01R-0905-07	2881.0
TCGA-AG-3574-01A-01R-0821-07	2882.0
TCGA-EY-A1G8-01A-11R-A13S-07	2887.0
TCGA-AG-A025-01A-01R-A00A-07	2888.0
TCGA-AO-A03N-01B-11R-A10J-07	2892.0
TCGA-BK-A0C9-01A-11R-A00V-07	2893.0
TCGA-AX-A1C5-01A-11R-A137-07	2894.0
TCGA-D1-A0ZS-01A-11R-A118-07	2896.0
TCGA-BG-A0M7-01A-11R-A040-07	2897.0
TCGA-B5-A0K6-01A-11R-A040-07	2898.0
TCGA-CQ-5324-01A-01R-1686-07	2900.0
TCGA-AP-A1E3-01A-11R-A137-07	2901.0
TCGA-D1-A17M-01A-21R-A12I-07	2901.0
TCGA-A6-2678-01A-01R-0821-07	2903.0
TCGA-AA-A02O-01A-21R-A16W-07	2903.0
TCGA-AG-3599-01A-02R-0826-07	2906.0
TCGA-D1-A16Y-01A-31R-A12I-07	2907.0
TCGA-AG-3890-01A-01R-1119-07	2909.0
TCGA-AA-3877-01A-01R-1022-07	2910.0
TCGA-18-3417-01A-01R-1443-07	2913.0
TCGA-AG-A00H-01A-01R-A00A-07	2913.0
TCGA-D1-A174-01A-11R-A12I-07	2915.0
TCGA-E6-A1LX-01A-11R-A14D-07	2917.0
TCGA-AP-A05D-01A-11R-A00V-07	2922.0
TCGA-D1-A177-01A-21R-A12I-07	2922.0
TCGA-13-1497-01A-01R-1565-13	2926.0
TCGA-E2-A156-01A-11R-A12D-07	2926.0
TCGA-A5-A1OF-01A-11R-A14D-07	2927.0
TCGA-AA-3851-01A-01R-1022-07	2927.0
TCGA-AG-A00Y-01A-02R-A002-07	2928.0
TCGA-CV-7432-01A-11R-2132-07	2930.0
TCGA-AP-A05N-01A-11R-A00V-07	2931.0
TCGA-D8-A1XK-01A-21R-A14M-07	2932.0
TCGA-33-4583-01A-01R-1443-07	2935.0
TCGA-AA-3970-01A-01R-1022-07	2936.0
TCGA-D1-A168-01A-31R-A12I-07	2942.0
TCGA-AA-3518-01A-02R-0826-07	2943.0
TCGA-AA-3549-01A-02R-0821-07	2944.0
TCGA-AG-3898-01A-01R-1119-07	2946.0
TCGA-AA-A017-01A-01R-A00A-07	2947.0
TCGA-BG-A187-01A-11R-A12I-07	2948.0
TCGA-AP-A0LE-01A-11R-A104-07	2951.0
TCGA-BG-A0MU-01A-11R-A104-07	2956.0
TCGA-AA-3994-01A-01R-1113-07	2957.0
TCGA-AA-3681-01A-01R-0905-07	2960.0
TCGA-A6-2672-01A-01R-0826-07	2962.0
TCGA-AA-A03J-01A-21R-A16W-07	2962.0
TCGA-CM-5341-01A-01R-1410-07	2962.0
TCGA-AG-3601-01A-01R-0826-07	2963.0
TCGA-AA-3848-01A-01R-0905-07	2965.0
TCGA-AA-3866-01A-01R-1022-07	2965.0
TCGA-AG-4007-01A-01R-1119-07	2968.0
TCGA-CF-A3MG-01A-11R-A20F-07	2968.0
TCGA-A5-A0GJ-01A-11R-A040-07	2971.0
TCGA-AA-3555-01A-01R-0821-07	2973.0
TCGA-AG-3583-01A-01R-0821-07	2973.0
TCGA-A5-A0G2-01A-11R-A16W-07	2974.0
TCGA-AA-3852-01A-01R-0905-07	2976.0
TCGA-B5-A0JV-01A-11R-A104-07	2976.0
TCGA-CZ-5989-01A-11R-1672-07	2977.0
TCGA-AG-A020-01A-21R-A083-07	2978.0
TCGA-BG-A0MG-01A-21R-A104-07	2978.0
TCGA-AA-3821-01A-01R-1022-07	2979.0
TCGA-AG-3896-01A-01R-1119-07	2980.0
TCGA-AZ-4315-01A-01R-1410-07	2980.0
TCGA-AA-3521-01A-01R-0821-07	2981.0
TCGA-AA-3519-01A-02R-0821-07	2987.0
TCGA-AA-3973-01A-01R-1022-07	2988.0
TCGA-AA-3850-01A-01R-1022-07	2989.0
TCGA-AG-3608-01A-01R-0826-07	2989.0
TCGA-C8-A133-01A-32R-A12D-07	2993.0
TCGA-AP-A0LI-01A-11R-A040-07	2995.0
TCGA-AA-3846-01A-01R-1022-07	2997.0
TCGA-AG-3575-01A-01R-0821-07	3000.0
TCGA-AG-3878-01A-02R-0905-07	3000.0
TCGA-AG-3887-01A-01R-1119-07	3000.0
TCGA-AG-4005-01A-01R-1119-07	3001.0
TCGA-AA-3710-01A-01R-1022-07	3003.0
TCGA-AG-A02N-01A-11R-A083-07	3005.0
TCGA-AG-3612-01A-01R-0826-07	3009.0
TCGA-AA-3989-01A-01R-1022-07	3010.0
TCGA-44-6779-01A-11R-1858-07	3014.0
TCGA-AA-A00D-01A-01R-A002-07	3014.0
TCGA-A8-A07B-01A-11R-A00Z-07	3017.0
TCGA-AK-3451-01A-02R-1188-07	3020.0
TCGA-BK-A13C-01A-11R-A118-07	3021.0
TCGA-AG-A008-01A-01R-A002-07	3022.0
TCGA-AA-A00Q-01A-01R-A002-07	3024.0
TCGA-AG-A02G-01A-01R-A00A-07	3024.0
TCGA-B0-4841-01A-01R-1277-07	3025.0
TCGA-AA-3561-01A-01R-0821-07	3027.0
TCGA-BG-A0M4-01A-11R-A104-07	3028.0
TCGA-AA-A01I-01A-02R-A089-07	3029.0
TCGA-AA-3502-01A-01R-1410-07	3031.0
TCGA-AA-3864-01A-01R-1022-07	3032.0
TCGA-AA-3664-01A-01R-0905-07	3033.0
TCGA-AP-A0LF-01A-11R-A118-07	3034.0
TCGA-AG-4015-01A-01R-1119-07	3035.0
TCGA-B4-5832-01A-11R-1672-07	3036.0
TCGA-A6-3810-01A-01R-1022-07	3039.0
TCGA-AA-3858-01A-01R-0905-07	3040.0
TCGA-AA-A01G-01A-01R-A002-07	3042.0
TCGA-B5-A0JS-01A-11R-A104-07	3044.0
TCGA-AG-A011-01A-01R-A002-07	3046.0
TCGA-AA-3845-01A-01R-1022-07	3048.0
TCGA-BS-A0VI-01A-11R-A14D-07	3048.0
TCGA-AG-3999-01A-01R-1119-07	3049.0
TCGA-E9-A226-01A-21R-A157-07	3050.0
TCGA-AP-A05O-01A-12R-A118-07	3055.0
TCGA-AA-3695-01A-01R-0905-07	3056.0
TCGA-AA-A02F-01A-01R-A089-07	3056.0
TCGA-AZ-4684-01A-01R-1410-07	3057.0
TCGA-BH-A0DZ-01A-11R-A00Z-07	3059.0
TCGA-AA-A02E-01A-01R-A00A-07	3061.0
TCGA-A8-A09T-01A-11R-A00Z-07	3064.0
TCGA-AA-3867-01A-01R-1022-07	3068.0
TCGA-AA-3941-01A-01R-1022-07	3073.0
TCGA-AA-3556-01A-01R-0821-07	3074.0
TCGA-AA-3488-01A-01R-1410-07	3084.0
TCGA-AA-3715-01A-01R-0905-07	3084.0
TCGA-AA-3527-01A-01R-0821-07	3085.0
TCGA-AG-3611-01A-01R-0826-07	3090.0
TCGA-AF-3913-01A-02R-1119-07	3098.0
TCGA-AX-A06J-01A-11R-A00V-07	3100.0
TCGA-AA-3812-01A-01R-0905-07	3101.0
TCGA-AX-A1CE-01A-11R-A137-07	3104.0
TCGA-BS-A0TC-01A-11R-A104-07	3104.0
TCGA-AA-3869-01A-01R-1022-07	3105.0
TCGA-D8-A1XJ-01A-11R-A14M-07	3106.0
TCGA-A8-A08B-01A-11R-A00Z-07	3107.0
TCGA-AA-3980-01A-02R-1022-07	3108.0
TCGA-AG-3594-01A-02R-0821-07	3111.0
TCGA-AK-3428-01A-02R-1277-07	3111.0
TCGA-AN-A03X-01A-21R-A00Z-07	3111.0
TCGA-AA-3514-01A-02R-0821-07	3112.0
TCGA-AA-3939-01A-01R-1022-07	3113.0
TCGA-AZ-4614-01A-01R-1410-07	3113.0
TCGA-AG-3881-01A-01R-0905-07	3116.0
TCGA-AZ-4615-01A-01R-1410-07	3116.0
TCGA-BG-A0MI-01A-11R-A040-07	3116.0
TCGA-AA-3516-01A-02R-0826-07	3121.0
TCGA-AA-A01K-01A-01R-A00A-07	3130.0
TCGA-A5-A0GN-01A-11R-A040-07	3133.0
TCGA-AG-3580-01A-01R-0821-07	3136.0
TCGA-AG-3894-01A-01R-1119-07	3136.0
TCGA-AG-3605-01A-01R-0826-07	3137.0
TCGA-AA-3815-01A-01R-1022-07	3143.0
TCGA-AA-3844-01A-01R-1022-07	3145.0
TCGA-CM-4750-01A-01R-1410-07	3145.0
TCGA-AP-A05H-01A-11R-A00V-07	3152.0
TCGA-AG-A00C-01A-01R-A002-07	3154.0
TCGA-AG-3909-01A-01R-1119-07	3156.0
TCGA-AA-3525-01A-02R-0826-07	3157.0
TCGA-AA-3522-01A-01R-0821-07	3160.0
TCGA-AP-A0LT-01A-11R-A040-07	3163.0
TCGA-AA-A01R-01A-21R-A083-07	3164.0
TCGA-AP-A0LG-01A-11R-A16W-07	3164.0
TCGA-AA-A00A-01A-01R-A002-07	3167.0
TCGA-CM-4746-01A-01R-1410-07	3167.0
TCGA-AG-3582-01A-01R-0821-07	3172.0
TCGA-AA-3870-01A-01R-1022-07	3173.0
TCGA-AA-3666-01A-02R-0905-07	3177.0
TCGA-A6-3807-01A-01R-1022-07	3178.0
TCGA-AA-3531-01A-01R-0821-07	3179.0
TCGA-AA-A00L-01A-01R-A002-07	3179.0
TCGA-B5-A0K2-01A-12R-A104-07	3179.0
TCGA-AA-A01Z-01A-11R-A083-07	3183.0
TCGA-AG-3882-01A-01R-0905-07	3183.0
TCGA-AA-3930-01A-01R-1022-07	3184.0
TCGA-AA-3495-01A-01R-1410-07	3186.0
TCGA-AA-3984-01A-02R-1022-07	3188.0
TCGA-A5-A0G1-01A-11R-A118-07	3194.0
TCGA-A5-A0RA-01A-21R-A104-07	3196.0
TCGA-AG-A01L-01A-01R-A002-07	3197.0
TCGA-AA-A01Q-01A-01R-A002-07	3199.0
TCGA-AA-A00W-01A-01R-A002-07	3205.0
TCGA-AX-A2HC-01A-11R-A17B-07	3209.0
TCGA-AA-3854-01A-01R-0905-07	3211.0
TCGA-AA-3543-01A-01R-0826-07	3212.0
TCGA-AA-3956-01A-02R-1022-07	3213.0
TCGA-AA-3972-01A-01R-1022-07	3221.0
TCGA-AG-A01J-01A-01R-A00A-07	3228.0
TCGA-AX-A05Z-01A-11R-A00V-07	3228.0
TCGA-BS-A0TI-01A-11R-A104-07	3228.0
TCGA-AG-3600-01A-01R-0826-07	3229.0
TCGA-A5-A0G5-01A-11R-A040-07	3239.0
TCGA-AA-3679-01A-02R-0905-07	3244.0
TCGA-DI-A1BY-01A-21R-A137-07	3245.0
TCGA-D1-A167-01A-11R-A12I-07	3246.0
TCGA-AG-3602-01A-02R-0826-07	3248.0
TCGA-AA-3506-01A-01R-1410-07	3251.0
TCGA-AA-3560-01A-01R-0821-07	3260.0
TCGA-FI-A2D4-01A-12R-A17B-07	3267.0
TCGA-AA-A02J-01A-01R-A00A-07	3272.0
TCGA-AA-3548-01A-01R-1873-07	3275.0
TCGA-AZ-4681-01A-01R-1410-07	3277.0
TCGA-AP-A056-01A-11R-A00V-07	3278.0
TCGA-BH-A18G-01A-11R-A12D-07	3284.0
TCGA-55-7815-01A-11R-2170-07	3289.0
TCGA-AP-A05A-01A-11R-A00V-07	3290.0
TCGA-AX-A1C4-01A-11R-A137-07	3292.0
TCGA-BS-A0TE-01A-11R-A104-07	3296.0
TCGA-AA-A00U-01A-01R-A002-07	3310.0
TCGA-A5-A0GB-01A-11R-A040-07	3323.0
TCGA-AG-3598-01A-01R-0826-07	3326.0
TCGA-AA-A02R-01A-01R-A00A-07	3337.0
TCGA-AG-3883-01A-02R-0905-07	3340.0
TCGA-AG-A014-01A-02R-A002-07	3340.0
TCGA-AG-3726-01A-02R-0905-07	3343.0
TCGA-AA-A00R-01A-01R-A002-07	3349.0
TCGA-CA-5256-01A-01R-1410-07	3351.0
TCGA-B5-A0K4-01A-11R-A040-07	3358.0
TCGA-33-4566-01A-01R-1443-07	3366.0
TCGA-BS-A0UT-01A-11R-A104-07	3374.0
TCGA-AA-3544-01A-01R-1873-07	3376.0
TCGA-BG-A0MO-01A-11R-A040-07	3377.0
TCGA-AX-A060-01A-11R-A00V-07	3397.0
TCGA-AP-A1DO-01A-11R-A137-07	3399.0
TCGA-AA-3979-01A-01R-1022-07	3417.0
TCGA-25-1321-01A-01R-1565-13	3424.0
TCGA-AA-3841-01A-01R-0905-07	3428.0
TCGA-A6-3809-01A-01R-1022-07	3434.0
TCGA-AG-3885-01A-01R-0905-07	3435.0
TCGA-AA-3977-01A-01R-1022-07	3451.0
TCGA-AG-A002-01A-01R-A002-07	3453.0
TCGA-AA-3492-01A-01R-1410-07	3454.0
TCGA-AA-3861-01A-01R-1022-07	3457.0
TCGA-D1-A15X-01A-11R-A118-07	3466.0
TCGA-AA-3862-01A-01R-1022-07	3471.0
TCGA-AA-3667-01A-01R-0905-07	3488.0
TCGA-AG-A015-01A-01R-A002-07	3489.0
TCGA-A6-2676-01A-01R-0826-07	3500.0
TCGA-AG-3727-01A-01R-0905-07	3506.0
TCGA-AA-A01C-01A-01R-A00A-07	3514.0
TCGA-A6-2683-01A-01R-0821-07	3518.0
TCGA-CM-4747-01A-01R-1410-07	3531.0
TCGA-AA-3955-01A-02R-1022-07	3534.0
TCGA-AA-3949-01A-01R-1022-07	3538.0
TCGA-AG-A016-01A-01R-A002-07	3541.0
TCGA-A6-2682-01A-01R-1410-07	3547.0
TCGA-AA-A024-01A-02R-A00A-07	3549.0
TCGA-AX-A05T-01A-11R-A00V-07	3555.0
TCGA-AA-3950-01A-02R-1022-07	3567.0
TCGA-AZ-4308-01A-01R-1410-07	3593.0
TCGA-AP-A1DR-01A-11R-A137-07	3628.0
TCGA-C4-A0F0-01A-12R-A10U-07	3634.0
TCGA-AA-3542-01A-02R-1873-07	3657.0
TCGA-AA-3672-01A-01R-0905-07	3681.0
TCGA-AA-A01S-01A-21R-A083-07	3683.0
TCGA-24-1930-01A-01R-1567-13	3687.0
TCGA-AA-A01F-01A-01R-A002-07	3703.0
TCGA-AG-A02X-01A-01R-A00A-07	3738.0
TCGA-AA-3842-01A-01R-1022-07	3781.0
TCGA-AA-3837-01A-01R-0905-07	3788.0
TCGA-AA-A01T-01A-21R-A16W-07	3813.0
TCGA-24-2020-01A-01R-1567-13	3827.0
TCGA-AA-3976-01A-01R-1022-07	3863.0
TCGA-AA-A029-01A-01R-A00A-07	3939.0
TCGA-AZ-4313-01A-01R-1410-07	3947.0
TCGA-AA-A010-01A-01R-A089-07	3963.0
TCGA-AA-A00E-01A-01R-A002-07	4024.0
TCGA-AA-A03F-01A-11R-A16W-07	4045.0
TCGA-AA-A004-01A-01R-A00A-07	4050.0
TCGA-AA-A02H-01A-01R-A089-07	4107.0
TCGA-AB-2909-03A-01T-0744-13	4115.0
TCGA-AA-3524-01A-02R-0821-07	4119.0
TCGA-AA-3947-01A-01R-1022-07	4176.0
TCGA-AA-3696-01A-01R-0905-07	4284.0
TCGA-24-1548-01A-01R-1566-13	4538.0
TCGA-A6-2679-01A-02R-1410-07	4958.0
